record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 3960,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 3986,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 3996,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4117,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4165,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4189,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4271,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4362,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4419,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4537,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4604,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4629,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4630,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4633,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4700,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4764,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4938,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4965,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4973,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4980,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 4983,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5070,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5078,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5168,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5189,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5250,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5511,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5542,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5557,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5572,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5750,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 5993,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6020,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6035,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6066,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6109,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6154,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6317,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6365,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6392,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6489,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6517,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6520,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6527,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6751,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 6988,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7040,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7094,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7135,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7149,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7151,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7235,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7267,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7270,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7315,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7319,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7388,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7389,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7544,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7577,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7826,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7861,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 7935,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8117,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8198,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8370,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8531,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8647,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8724,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8778,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 8872,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9003,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9047,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9054,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9118,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9285,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9426,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9546,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9678,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9736,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9746,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9794,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9856,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9959,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 9983,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10084,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10086,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10109,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10118,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10124,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10180,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10240,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10320,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10384,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10399,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10494,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10516,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10535,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10582,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10587,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10597,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10741,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10808,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10914,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10955,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10961,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 10971,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11039,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11102,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11182,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11184,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11188,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11253,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11263,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11293,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11331,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11496,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11507,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11546,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11813,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11815,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11822,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 11871,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12066,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12165,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12183,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12240,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12250,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12352,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12503,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12611,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12674,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12789,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12808,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12890,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12895,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 12974,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13004,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13035,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13075,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13149,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13176,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13224,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13272,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13285,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13287,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13309,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13481,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13503,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13534,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13550,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13610,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13643,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13669,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13761,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
sales | order_id: 13770,INVALID_FORMAT,Field 'order_time' had value 'not_a_time',Dropped Record
